Date,zscore,Spread,Long_Entry,Short_Entry,Long_Exit,Short_Exit,Returns,Profit
2000-03-21,-3.03934660540502,0.9451141357421875,1,0,0,0,-1.52911376953125,-13.724212646484375
2000-03-22,-3.1075759078247067,-0.38912200927734375,1,0,0,0,-1.3342361450195312,-15.058448791503906
2000-03-23,-3.1102573883487805,-0.441558837890625,1,0,0,0,-0.05243682861328125,-15.110885620117188
2000-03-24,-3.1485015507774596,-1.1894302368164062,1,0,0,0,-0.7478713989257812,-15.858757019042969
2000-03-27,-3.2102922567925507,-2.3977584838867188,1,0,0,0,-1.2083282470703125,-17.06708526611328
2000-03-28,-3.1083249901186427,-0.40377044677734375,1,0,0,0,1.993988037109375,-15.073097229003906
2000-03-29,-2.8960155606658122,3.7479782104492188,1,0,0,0,4.1517486572265625,-10.921348571777344
2000-03-30,-2.859592214417237,4.460243225097656,1,0,0,0,0.7122650146484375,-10.209083557128906
2000-03-31,-2.902049964749305,3.629974365234375,1,0,0,0,-0.8302688598632812,-11.039352416992188
2000-04-03,-2.586981270155541,9.79119873046875,1,0,0,0,6.161224365234375,-4.8781280517578125
2000-04-04,-2.5804845418437594,9.918243408203125,1,0,0,0,0.127044677734375,-4.7510833740234375
2000-04-05,-2.5323677088692222,10.859176635742188,1,0,0,0,0.9409332275390625,-3.810150146484375
2000-04-06,-2.593158077904287,9.67041015625,1,0,0,0,-1.1887664794921875,-4.9989166259765625
2000-04-07,-2.7416101925342247,6.767402648925781,1,0,0,0,-2.9030075073242188,-7.901924133300781
2000-04-10,-2.477729178173106,11.927642822265625,1,0,0,0,5.160240173339844,-2.7416839599609375
2000-04-11,-2.3885809724012037,13.670951843261719,1,0,0,0,1.7433090209960938,-0.9983749389648438
2000-04-12,-2.2739066170223525,15.913429260253906,1,0,0,0,2.2424774169921875,1.2441024780273438
2000-04-13,-2.1664753412200217,18.014266967773438,1,0,0,0,2.1008377075195312,3.344940185546875
2000-04-14,-2.106118815680195,19.194549560546875,1,0,0,0,1.1802825927734375,4.5252227783203125
2000-04-17,-2.3528130731598225,14.370399475097656,1,0,0,0,-4.824150085449219,-0.29892730712890625
2000-04-18,-2.333704061870924,14.74407958984375,1,0,0,0,0.37368011474609375,0.0747528076171875
2000-04-19,-2.255381265687479,16.27569580078125,1,0,0,0,1.5316162109375,1.6063690185546875
2000-04-20,-2.148201634718267,18.371612548828125,1,0,0,0,2.095916748046875,3.7022857666015625
2000-04-24,-2.0907240040987287,19.49559783935547,1,0,0,0,1.1239852905273438,4.826271057128906
2000-04-25,-2.1452681192140464,18.428977966308594,1,0,0,0,-1.066619873046875,3.7596511840820312
2000-04-26,-2.065502169173691,19.988815307617188,1,0,0,0,1.5598373413085938,5.319488525390625
2000-04-27,-2.2504775076913957,16.37158966064453,1,0,0,0,-3.6172256469726562,1.7022628784179688
2000-04-28,-2.4330140371365,12.802055358886719,1,0,0,0,-3.5695343017578125,-1.8672714233398438
2000-05-01,-2.40622264071745,13.325965881347656,1,0,0,0,0.5239105224609375,-1.3433609008789062
2000-05-02,-2.2632715991836037,16.12139892578125,1,0,0,0,2.7954330444335938,1.4520721435546875
2000-05-03,-2.331008536053839,14.796791076660156,1,0,0,0,-1.3246078491210938,0.12746429443359375
2000-05-04,-2.3041324777296928,15.322357177734375,1,0,0,0,0.5255661010742188,0.6530303955078125
2000-05-05,-2.3401036435727103,14.618934631347656,1,0,0,0,-0.7034225463867188,-0.05039215087890625
2000-05-08,-2.2203082183031286,16.96155548095703,1,0,0,0,2.342620849609375,2.2922286987304688
2000-05-09,-2.1761642525156484,17.824798583984375,1,0,0,0,0.8632431030273438,3.1554718017578125
2000-05-10,-2.0087568445258803,21.098480224609375,1,0,0,0,3.273681640625,6.4291534423828125
2000-05-11,-2.1172278621580753,18.977310180664062,1,0,0,0,-2.1211700439453125,4.3079833984375
2000-05-12,-2.066711624960775,19.965164184570312,1,0,0,0,0.98785400390625,5.29583740234375
2000-05-15,-2.146083526502758,18.41303253173828,1,0,0,0,-1.5521316528320312,3.7437057495117188
2000-05-16,-2.2087185106866394,17.188194274902344,1,0,0,0,-1.2248382568359375,2.5188674926757812
2000-05-17,-2.1774638322662216,17.79938507080078,1,0,0,0,0.6111907958984375,3.1300582885742188
2000-05-18,-2.097217611234285,19.368614196777344,1,0,0,0,1.5692291259765625,4.699287414550781
2000-05-19,-1.994279268607457,21.381591796875,1,0,0,0,2.0129776000976562,6.7122650146484375
2000-05-22,-2.0266080217962115,20.74939727783203,1,0,0,0,-0.6321945190429688,6.080070495605469
2000-05-23,-1.7975489952068664,25.228687286376953,1,0,0,0,4.479290008544922,10.55936050415039
2000-05-24,-1.9277459353188842,22.682662963867188,1,0,0,0,-2.5460243225097656,8.013336181640625
2000-05-25,-1.9308105402245437,22.62273406982422,1,0,0,0,-0.05992889404296875,7.953407287597656
2000-05-26,-1.9256563078364257,22.723526000976562,1,0,0,0,0.10079193115234375,8.05419921875
2000-05-30,-2.117909058869123,18.9639892578125,1,0,0,0,-3.7595367431640625,4.2946624755859375
2000-05-31,-2.001296843201741,21.244361877441406,1,0,0,0,2.2803726196289062,6.575035095214844
2000-06-01,-2.10416534951054,19.232749938964844,1,0,0,0,-2.0116119384765625,4.563423156738281
2000-06-02,-2.293225527412364,15.53564453125,1,0,0,0,-3.6971054077148438,0.8663177490234375
2000-06-05,-2.327164027239024,14.871971130371094,1,0,0,0,-0.6636734008789062,0.20264434814453125
2000-06-06,-2.235013249938929,16.673995971679688,1,0,0,0,1.8020248413085938,2.004669189453125
2000-06-07,-2.307808443028372,15.250473022460938,1,0,0,0,-1.42352294921875,0.581146240234375
2000-06-08,-2.30780064008781,15.250625610351562,1,0,0,0,0.000152587890625,0.581298828125
2000-06-09,-2.3399210547635634,14.622505187988281,1,0,0,0,-0.6281204223632812,-0.04682159423828125
2000-06-12,-2.265786486926682,16.072219848632812,1,0,0,0,1.4497146606445312,1.40289306640625
2000-06-13,-2.3287324182919527,14.841300964355469,1,0,0,0,-1.2309188842773438,0.17197418212890625
2000-06-14,-2.2278084047711615,16.81488800048828,1,0,0,0,1.9735870361328125,2.1455612182617188
2000-06-15,-2.2883697575007362,15.630599975585938,1,0,0,0,-1.1842880249023438,0.961273193359375
2000-06-16,-2.3503352493844125,14.418853759765625,1,0,0,0,-1.2117462158203125,-0.2504730224609375
2000-06-19,-2.4518749149155323,12.4332275390625,1,0,0,0,-1.985626220703125,-2.2360992431640625
2000-06-20,-2.453090613055066,12.409454345703125,1,0,0,0,-0.023773193359375,-2.2598724365234375
2000-06-21,-2.509668564627825,11.303062438964844,1,0,0,0,-1.1063919067382812,-3.3662643432617188
2000-06-22,-2.4259828073962333,12.939552307128906,1,0,0,0,1.6364898681640625,-1.7297744750976562
2000-06-23,-2.3037774439341296,15.329299926757812,1,0,0,0,2.3897476196289062,0.65997314453125
2000-06-26,-2.351317639601147,14.399642944335938,1,0,0,0,-0.929656982421875,-0.269683837890625
2000-06-27,-2.3379051650694143,14.66192626953125,1,0,0,0,0.2622833251953125,-0.0074005126953125
2000-06-28,-2.3735361227039355,13.965156555175781,1,0,0,0,-0.6967697143554688,-0.7041702270507812
2000-06-29,-2.316109601345077,15.088142395019531,1,0,0,0,1.12298583984375,0.41881561279296875
2000-06-30,-2.3583036122861554,14.263031005859375,1,0,0,0,-0.8251113891601562,-0.4062957763671875
2000-07-03,-2.371211236563538,14.0106201171875,1,0,0,0,-0.252410888671875,-0.6587066650390625
2000-07-05,-2.298238136429285,15.4376220703125,1,0,0,0,1.427001953125,0.7682952880859375
2000-07-06,-2.367335906133504,14.086402893066406,1,0,0,0,-1.3512191772460938,-0.5829238891601562
2000-07-07,-2.3743265605828494,13.949699401855469,1,0,0,0,-0.1367034912109375,-0.7196273803710938
2000-07-10,-2.3192210238941073,15.027297973632812,1,0,0,0,1.0775985717773438,0.35797119140625
2000-07-11,-2.331375664407273,14.78961181640625,1,0,0,0,-0.2376861572265625,0.1202850341796875
2000-07-12,-2.3974634497897656,13.49725341796875,1,0,0,0,-1.2923583984375,-1.1720733642578125
2000-07-13,-2.4302779360284936,12.855560302734375,1,0,0,0,-0.641693115234375,-1.8137664794921875
2000-07-14,-2.474380156083968,11.993133544921875,1,0,0,0,-0.8624267578125,-2.6761932373046875
2000-07-17,-2.531710701273916,10.872024536132812,1,0,0,0,-1.1211090087890625,-3.79730224609375
2000-07-18,-2.474405125493766,11.992645263671875,1,0,0,0,1.1206207275390625,-2.6766815185546875
2000-07-19,-2.416062538912948,13.133544921875,1,0,0,0,1.140899658203125,-1.5357818603515625
2000-07-20,-2.484146316491157,11.802154541015625,1,0,0,0,-1.331390380859375,-2.8671722412109375
2000-07-21,-2.4340939641102577,12.780937194824219,1,0,0,0,0.9787826538085938,-1.8883895874023438
2000-07-24,-2.374777180400295,13.940887451171875,1,0,0,0,1.1599502563476562,-0.7284393310546875
2000-07-25,-2.3919826643391344,13.60443115234375,1,0,0,0,-0.336456298828125,-1.0648956298828125
2000-07-26,-2.4340709454356,12.781387329101562,1,0,0,0,-0.8230438232421875,-1.887939453125
2000-07-27,-2.2870615945155452,15.656181335449219,1,0,0,0,2.8747940063476562,0.9868545532226562
2000-07-28,-2.1775122104977047,17.798439025878906,1,0,0,0,2.1422576904296875,3.1291122436523438
2000-07-31,-2.2592983418495187,16.1990966796875,1,0,0,0,-1.5993423461914062,1.5297698974609375
2000-08-01,-2.1785761414433105,17.777633666992188,1,0,0,0,1.5785369873046875,3.108306884765625
2000-08-02,-2.086667255300632,19.574928283691406,1,0,0,0,1.7972946166992188,4.905601501464844
2000-08-03,-2.217136713111772,17.023574829101562,1,0,0,0,-2.5513534545898438,2.354248046875
2000-08-04,-2.1776737313673347,17.79528045654297,1,0,0,0,0.7717056274414062,3.1259536743164062
2000-08-07,-2.2124771871552738,17.11469268798828,1,0,0,0,-0.6805877685546875,2.4453659057617188
2000-08-08,-2.2756443318854727,15.879447937011719,1,0,0,0,-1.2352447509765625,1.2101211547851562
2000-08-09,-2.2079561633937486,17.203102111816406,1,0,0,0,1.3236541748046875,2.5337753295898438
2000-08-10,-2.1526766211304778,18.284103393554688,1,0,0,0,1.0810012817382812,3.614776611328125
2000-08-11,-2.184455657156651,17.66265869140625,1,0,0,0,-0.6214447021484375,2.9933319091796875
2000-08-14,-2.206949584061272,17.22278594970703,1,0,0,0,-0.43987274169921875,2.5534591674804688
2000-08-15,-2.2110867031471555,17.141883850097656,1,0,0,0,-0.080902099609375,2.4725570678710938
2000-08-16,-2.269535799866642,15.9989013671875,1,0,0,0,-1.1429824829101562,1.3295745849609375
2000-08-17,-2.2969096857986333,15.463600158691406,1,0,0,0,-0.5353012084960938,0.7942733764648438
2000-08-18,-2.2916384093020876,15.566680908203125,1,0,0,0,0.10308074951171875,0.8973541259765625
2000-08-21,-2.27567554364772,15.878837585449219,1,0,0,0,0.31215667724609375,1.2095108032226562
2000-08-22,-2.2839411985848685,15.717201232910156,1,0,0,0,-0.1616363525390625,1.0478744506835938
2000-08-23,-2.332452860351834,14.768547058105469,1,0,0,0,-0.9486541748046875,0.09922027587890625
2000-08-24,-2.3823643696555923,13.792518615722656,1,0,0,0,-0.9760284423828125,-0.8768081665039062
2000-08-25,-2.361263657788286,14.205146789550781,1,0,0,0,0.412628173828125,-0.46417999267578125
2000-08-28,-2.364656766491599,14.1387939453125,1,0,0,0,-0.06635284423828125,-0.5305328369140625
2000-08-29,-2.38542936470828,13.732582092285156,1,0,0,0,-0.40621185302734375,-0.9367446899414062
2000-08-30,-2.4280291285585736,12.8995361328125,1,0,0,0,-0.8330459594726562,-1.7697906494140625
2000-08-31,-2.481821040203731,11.847625732421875,1,0,0,0,-1.051910400390625,-2.8217010498046875
2000-09-01,-2.52026963967513,11.095756530761719,1,0,0,0,-0.7518692016601562,-3.5735702514648438
2000-09-05,-2.424286838265119,12.97271728515625,1,0,0,0,1.8769607543945312,-1.6966094970703125
2000-09-06,-2.328486625664255,14.846107482910156,1,0,0,0,1.8733901977539062,0.17678070068359375
2000-09-07,-2.378788281996105,13.862449645996094,1,0,0,0,-0.9836578369140625,-0.8068771362304688
2000-09-08,-2.2820556179981017,15.754074096679688,1,0,0,0,1.8916244506835938,1.084747314453125
2000-09-11,-2.1884363272842697,17.584815979003906,1,0,0,0,1.8307418823242188,2.9154891967773438
2000-09-12,-2.1619156929027152,18.103431701660156,1,0,0,0,0.51861572265625,3.4341049194335938
2000-09-13,-2.241674230149537,16.543739318847656,1,0,0,0,-1.5596923828125,1.8744125366210938
2000-09-14,-2.1950676563207425,17.45513916015625,1,0,0,0,0.9113998413085938,2.7858123779296875
2000-09-15,-2.2297345606488497,16.7772216796875,1,0,0,0,-0.67791748046875,2.1078948974609375
2000-09-18,-2.2115927238425903,17.131988525390625,1,0,0,0,0.354766845703125,2.4626617431640625
2000-09-19,-2.312540146185067,15.157943725585938,1,0,0,0,-1.9740447998046875,0.488616943359375
2000-09-20,-2.4109746315196054,13.233039855957031,1,0,0,0,-1.9249038696289062,-1.4362869262695312
2000-09-21,-2.184187236001324,17.66790771484375,1,0,0,0,4.434867858886719,2.9985809326171875
2000-09-22,-2.324429876866158,14.925437927246094,1,0,0,0,-2.7424697875976562,0.25611114501953125
2000-09-25,-2.2509523166245833,16.3623046875,1,0,0,0,1.4368667602539062,1.6929779052734375
2000-09-26,-2.267102842999463,16.046478271484375,1,0,0,0,-0.315826416015625,1.3771514892578125
2000-09-27,-2.247693808645962,16.426025390625,1,0,0,0,0.379547119140625,1.7566986083984375
2000-09-28,-2.273789572913925,15.915718078613281,1,0,0,0,-0.5103073120117188,1.2463912963867188
2000-09-29,-2.1967160275144297,17.42290496826172,1,0,0,0,1.5071868896484375,2.7535781860351562
2000-10-02,-2.1022411443679925,19.27037811279297,1,0,0,0,1.84747314453125,4.601051330566406
2000-10-03,-2.02685771589419,20.74451446533203,1,0,0,0,1.4741363525390625,6.075187683105469
2000-10-04,-2.058358577089334,20.128509521484375,1,0,0,0,-0.6160049438476562,5.4591827392578125
2000-10-05,-2.052681937830601,20.239517211914062,1,0,0,0,0.1110076904296875,5.5701904296875
2000-10-06,-2.030904320869556,20.665382385253906,1,0,0,0,0.42586517333984375,5.996055603027344
2000-10-09,-2.04977300158915,20.296401977539062,1,0,0,0,-0.36898040771484375,5.6270751953125
2000-10-10,-1.9383626162473129,22.475051879882812,1,0,0,0,2.17864990234375,7.80572509765625
2000-10-11,-1.9221808781101857,22.791488647460938,1,0,0,0,0.316436767578125,8.122161865234375
2000-10-12,-1.9506093314591082,22.235565185546875,1,0,0,0,-0.5559234619140625,7.5662384033203125
2000-10-13,-2.070617777006028,19.888778686523438,1,0,0,0,-2.3467864990234375,5.219451904296875
2000-10-16,-2.0826027035619736,19.65441131591797,1,0,0,0,-0.23436737060546875,4.985084533691406
2000-10-17,-2.033020868496953,20.623992919921875,1,0,0,0,0.9695816040039062,5.9546661376953125
2000-10-18,-2.038694386579461,20.513046264648438,1,0,0,0,-0.1109466552734375,5.843719482421875
2000-10-19,-2.1788668009792387,17.771949768066406,1,0,0,0,-2.7410964965820312,3.1026229858398438
2000-10-20,-2.2136960064710323,17.090858459472656,1,0,0,0,-0.68109130859375,2.4215316772460938
2000-10-23,-2.187526114267732,17.602615356445312,1,0,0,0,0.5117568969726562,2.93328857421875
2000-10-24,-2.057789742722376,20.139633178710938,1,0,0,0,2.537017822265625,5.470306396484375
2000-10-25,-1.9648668644536875,21.956756591796875,1,0,0,0,1.8171234130859375,7.2874298095703125
2000-10-26,-2.0396588300329035,20.494186401367188,1,0,0,0,-1.4625701904296875,5.824859619140625
2000-10-27,-1.9468576776369793,22.308929443359375,1,0,0,0,1.8147430419921875,7.6396026611328125
2000-10-30,-1.7766271657519404,25.6378173828125,1,0,0,0,3.328887939453125,10.968490600585938
2000-10-31,-1.9116656354090609,22.997116088867188,1,0,0,0,-2.6407012939453125,8.327789306640625
2000-11-01,-1.8970597011183956,23.282737731933594,1,0,0,0,0.28562164306640625,8.613410949707031
2000-11-02,-1.932902508589171,22.581825256347656,1,0,0,0,-0.7009124755859375,7.912498474121094
2000-11-03,-1.976649694849082,21.726341247558594,1,0,0,0,-0.8554840087890625,7.057014465332031
2000-11-06,-1.9162373782842383,22.90771484375,1,0,0,0,1.1813735961914062,8.238388061523438
2000-11-07,-1.90364577309961,23.153945922851562,1,0,0,0,0.2462310791015625,8.484619140625
2000-11-08,-1.7292535628659178,26.56421661376953,1,0,0,0,3.4102706909179688,11.894889831542969
2000-11-09,-1.7461836030029247,26.23314666748047,1,0,0,0,-0.3310699462890625,11.563819885253906
2000-11-10,-1.687389421237091,27.382877349853516,1,0,0,0,1.1497306823730469,12.713550567626953
2000-11-13,-1.7273831980132468,26.600791931152344,1,0,0,0,-0.7820854187011719,11.931465148925781
2000-11-14,-1.7830435237759348,25.512344360351562,1,0,0,0,-1.0884475708007812,10.843017578125
2000-11-15,-1.8353204945110124,24.49005889892578,1,0,0,0,-1.0222854614257812,9.820732116699219
2000-11-16,-1.7115875103604161,26.909679412841797,1,0,0,0,2.4196205139160156,12.240352630615234
2000-11-17,-1.7338875341920759,26.47359848022461,1,0,0,0,-0.4360809326171875,11.804271697998047
2000-11-20,-1.669167799363587,27.73920440673828,1,0,0,0,1.2656059265136719,13.069877624511719
2000-11-21,-1.641606252711084,28.278175354003906,1,0,0,0,0.538970947265625,13.608848571777344
2000-11-22,-1.6125473217647655,28.84642791748047,1,0,0,0,0.5682525634765625,14.177101135253906
2000-11-24,-1.6892020443296045,27.347431182861328,1,0,0,0,-1.4989967346191406,12.678104400634766
2000-11-27,-1.6116716367602137,28.86355209350586,1,0,0,0,1.5161209106445312,14.194225311279297
2000-11-28,-1.510157135712406,30.84868621826172,1,0,0,0,1.9851341247558594,16.179359436035156
2000-11-29,-1.4087354896572841,32.83200454711914,1,0,0,0,1.9833183288574219,18.162677764892578
2000-11-30,-1.4491141464766522,32.04239273071289,1,0,0,0,-0.78961181640625,17.373065948486328
2000-12-01,-1.4954786340745159,31.135726928710938,1,0,0,0,-0.9066658020019531,16.466400146484375
2000-12-04,-1.50179179820958,31.012271881103516,1,0,0,0,-0.12345504760742188,16.342945098876953
2000-12-05,-1.604793539728473,28.99805450439453,1,0,0,0,-2.0142173767089844,14.328727722167969
2000-12-06,-1.5606253848252511,29.861770629882812,1,0,0,0,0.8637161254882812,15.19244384765625
2000-12-07,-1.5568487615933244,29.935623168945312,1,0,0,0,0.0738525390625,15.26629638671875
2000-12-08,-1.611907090491667,28.85894775390625,1,0,0,0,-1.0766754150390625,14.189620971679688
2000-12-11,-1.7355645811923275,26.44080352783203,1,0,0,0,-2.4181442260742188,11.771476745605469
2000-12-12,-1.6366786957462869,28.374534606933594,1,0,0,0,1.9337310791015625,13.705207824707031
2000-12-13,-1.5719310654052894,29.64068603515625,1,0,0,0,1.2661514282226562,14.971359252929688
2000-12-14,-1.4829258485191825,31.38119888305664,1,0,0,0,1.7405128479003906,16.711872100830078
2000-12-15,-1.5181483222152923,30.69241714477539,1,0,0,0,-0.68878173828125,16.023090362548828
2000-12-18,-1.465404540561103,31.723831176757812,1,0,0,0,1.0314140319824219,17.05450439453125
2000-12-19,-1.3426910105949101,34.12351608276367,1,0,0,0,2.3996849060058594,19.45418930053711
2000-12-20,-1.3200414150260804,34.56643295288086,1,0,0,0,0.4429168701171875,19.897106170654297
2000-12-21,-1.3052548426614088,34.855587005615234,1,0,0,0,0.289154052734375,20.186260223388672
2000-12-22,-1.3719996356392072,33.55038070678711,1,0,0,0,-1.305206298828125,18.881053924560547
2000-12-26,-1.3415911861227199,34.145023345947266,1,0,0,0,0.5946426391601562,19.475696563720703
2000-12-27,-1.339359545122036,34.188663482666016,1,0,0,0,0.04364013671875,19.519336700439453
2000-12-28,-1.3203987897038123,34.559444427490234,1,0,0,0,0.37078094482421875,19.890117645263672
2000-12-29,-1.2710126133733792,35.52519989013672,1,0,0,0,0.9657554626464844,20.855873107910156
2001-01-02,-1.1346583728640198,38.19163131713867,1,0,0,0,2.666431427001953,23.52230453491211
2001-01-03,-1.3214040035216903,34.53978729248047,1,0,0,0,-3.651844024658203,19.870460510253906
2001-01-04,-1.32066194387426,34.554298400878906,1,0,0,0,0.0145111083984375,19.884971618652344
2001-01-05,-1.2612006106903897,35.71707534790039,1,0,0,0,1.1627769470214844,21.047748565673828
2001-01-08,-1.2552042459421358,35.83433532714844,1,0,0,0,0.11725997924804688,21.165008544921875
2001-01-09,-1.2666351637181916,35.610801696777344,1,0,0,0,-0.22353363037109375,20.94147491455078
2001-01-10,-1.3188799473234516,34.58914566040039,1,0,0,0,-1.0216560363769531,19.919818878173828
2001-01-11,-1.3910471987711812,33.17790222167969,1,0,0,0,-1.4112434387207031,18.508575439453125
2001-01-12,-1.4341124080259882,32.33575439453125,1,0,0,0,-0.8421478271484375,17.666427612304688
2001-01-16,-1.373345447812609,33.52406311035156,1,0,0,0,1.1883087158203125,18.854736328125
2001-01-17,-1.435534689016896,32.30794143676758,1,0,0,0,-1.2161216735839844,17.638614654541016
2001-01-18,-1.5085745042929524,30.879634857177734,1,0,0,0,-1.4283065795898438,16.210308074951172
2001-01-19,-1.5231330357197046,30.594940185546875,1,0,0,0,-0.2846946716308594,15.925613403320312
2001-01-22,-1.4962409813674067,31.120819091796875,1,0,0,0,0.52587890625,16.451492309570312
2001-01-23,-1.5215556712851301,30.62578582763672,1,0,0,0,-0.49503326416015625,15.956459045410156
2001-01-24,-1.4801052805795945,31.436355590820312,1,0,0,0,0.8105697631835938,16.76702880859375
2001-01-25,-1.377058477078957,33.451454162597656,1,0,0,0,2.0150985717773438,18.782127380371094
2001-01-26,-1.427911216087986,32.4570198059082,1,0,0,0,-0.9944343566894531,17.78769302368164
2001-01-29,-1.4671738573334983,31.689231872558594,1,0,0,0,-0.7677879333496094,17.01990509033203
2001-01-30,-1.4163665704532418,32.682777404785156,1,0,0,0,0.9935455322265625,18.013450622558594
2001-01-31,-1.3354563191794935,34.264991760253906,1,0,0,0,1.58221435546875,19.595664978027344
2001-02-01,-1.3422634094521217,34.13187789916992,1,0,0,0,-0.13311386108398438,19.46255111694336
